Id,Rank,Year,0,Age Category,AttendanceIn2015
3083,752.0,13,1,45,0
15049,742.0,5,3,26,0
30159,2619.0,1,1,35,1
26113,1158.0,2,1,31,0
3762,296.0,13,1,39,0
19293,1482.0,5,1,66,0
8842,934.0,10,1,38,0
16903,2839.0,6,1,26,0
16954,2591.0,6,1,0,0
9680,1839.0,9,1,40,0
22038,2976.0,4,1,52,0
13084,376.333333333,5,3,38,0
7907,147.0,10,1,30,0
20337,987.0,4,1,43,0
11674,769.0,8,1,36,0
28534,1174.0,2,1,43,0
13793,1328.0,7,1,28,0
12744,493.0,8,1,29,0
8397,1715.0,10,1,56,0
4662,1682.0,10,3,61,0
6051,373.0,11,1,47,0
7319,1028.0,10,2,42,0
18232,2431.0,5,1,57,0
27173,130.0,2,1,33,0
22011,2557.0,4,1,21,0
22437,3266.0,4,1,51,0
7277,528.0,10,1,60,0
9548,1344.0,9,1,50,0
18471,3465.0,5,1,33,0
22140,202.0,4,1,38,0
19414,1114.5,4,2,37,0
19448,1376.66666667,1,3,49,1
20560,312.0,4,1,41,0
17838,1627.0,5,1,32,0
8452,1603.0,10,1,39,0
17125,1187.0,6,1,24,0
8916,1727.33333333,8,3,39,0
6215,1709.0,11,1,38,0
4465,1692.0,12,1,47,0
14165,198.0,7,1,53,0
18392,1688.0,5,1,44,0
19979,2629.0,5,1,34,0
27273,1279.0,2,1,41,0
16504,1334.33333333,4,3,24,0
3215,549.0,13,1,35,0
11849,1208.0,5,3,34,0
9940,2397.0,9,1,28,0
26830,2656.5,1,2,50,1
14548,2348.0,7,1,35,0
15194,2206.0,7,1,46,0
27408,3525.0,2,1,34,0
30030,2394.0,1,1,35,1
4248,270.0,13,1,33,0
13692,148.0,7,1,43,0
5917,419.0,11,1,32,0
5361,1727.6,7,5,54,0
22734,2042.0,4,1,46,0
28636,404.0,1,1,35,1
28500,1213.0,2,1,41,0
3012,998.0,13,1,27,0
30276,1752.0,1,1,25,1
13831,1573.0,7,1,25,0
12205,2176.0,8,1,35,0
6502,202.0,9,2,35,0
27315,615.0,2,1,33,0
12069,907.75,2,4,41,0
10797,1583.0,9,1,32,0
10716,2401.0,9,1,29,0
30249,520.0,1,1,50,1
27059,2935.0,2,1,39,0
9929,2521.0,9,1,27,0
8079,2228.0,10,1,70,0
30084,1438.0,1,1,30,1
6147,308.0,11,1,45,0
17100,602.0,6,1,44,0
21005,1618.0,4,1,22,0
21590,590.0,4,1,39,0
13089,2452.0,8,1,42,0
22030,30.0,4,1,46,0
15439,1642.0,6,1,44,0
17288,2314.0,6,1,35,0
13459,1586.0,7,1,29,0
14397,1946.0,7,1,23,0
1881,2391.0,1,1,50,1
4888,1619.0,7,2,31,0
4392,754.0,13,1,55,0
4394,1246.0,13,1,57,0
12287,1075.0,7,2,26,0
29164,1756.0,1,1,35,1
7166,1086.0,11,1,37,0
27252,2994.0,2,1,40,0
13293,1097.0,7,1,39,0
4197,356.0,13,1,45,0
26647,2040.0,1,2,15,1
8080,816.0,10,1,44,0
9626,613.0,9,1,34,0
14072,1543.0,2,2,38,0
19189,734.0,5,1,24,0
12359,2119.0,8,1,65,0
17189,487.0,6,1,31,0
6162,242.0,11,1,49,0
19268,3352.5,2,2,40,0
14427,1641.0,7,1,52,0
11710,2052.0,8,1,47,0
12853,2442.0,8,1,36,0
6780,2747.0,4,2,60,0
4139,1033.0,13,1,38,0
19406,1945.0,1,2,25,1
2060,2701.0,1,2,35,1
22077,1900.0,4,1,23,0
11522,962.0,8,1,68,0
18603,1065.0,5,1,50,0
10834,288.0,9,1,45,0
834,3384.0,2,1,34,0
21632,1085.0,4,1,38,0
3987,1017.0,13,1,28,0
20353,1689.0,4,1,27,0
21339,1577.0,4,1,44,0
11715,1647.0,8,1,45,0
12319,170.0,8,1,36,0
26281,1706.0,2,1,25,0
30120,773.0,1,1,30,1
22633,526.0,4,1,40,0
3796,1249.0,13,1,57,0
1702,2524.0,5,2,38,0
7838,641.0,5,2,55,0
28694,1686.0,1,1,25,1
21085,2305.0,4,1,22,0
4554,1055.0,12,1,34,0
22720,28.0,4,1,40,0
7737,773.0,10,1,19,0
18221,3049.0,5,1,50,0
18826,1942.0,5,1,41,0
5715,1618.0,12,1,22,0
22210,758.0,4,1,47,0
28711,2467.0,1,1,40,1
6907,1467.0,11,1,61,0
29823,2471.0,1,1,45,1
12921,2345.0,8,1,58,0
4179,429.0,12,2,35,0
16430,2773.0,4,3,55,0
15186,1313.0,6,2,27,0
1429,621.0,6,1,44,0
2546,1509.0,1,1,30,1
26889,812.0,2,1,41,0
6672,1176.0,11,1,39,0
8063,2374.0,9,2,32,0
14977,2649.66666667,5,3,51,0
16665,1164.0,6,1,31,0
12875,1087.0,8,1,43,0
20941,386.0,4,1,53,0
27254,2559.0,2,1,32,0
2655,2407.0,1,1,50,1
26851,1304.0,2,1,31,0
6375,634.0,11,1,31,0
16642,1193.5,5,2,40,0
30028,1182.0,1,1,45,1
18028,1435.0,5,1,34,0
18216,2396.0,5,1,35,0
21396,2036.0,4,1,21,0
20857,3741.0,4,1,51,0
3960,595.8,9,5,57,0
15815,2185.5,1,2,40,1
7176,778.0,11,1,35,0
17101,1201.5,4,2,48,0
3275,1376.0,13,1,19,0
18080,1310.0,5,1,22,0
16169,2471.0,6,1,28,0
14498,1908.0,7,1,32,0
20554,2470.0,4,1,42,0
28004,2718.0,2,1,45,0
27735,3343.0,2,1,33,0
19678,1522.0,5,1,62,0
15948,1522.0,6,1,55,0
1053,2634.0,1,1,60,1
17973,1194.0,5,1,36,0
8960,1051.0,10,1,48,0
9690,1830.0,9,1,42,0
18296,46.0,4,2,36,0
5024,1094.0,12,1,63,0
8310,1382.0,10,1,39,0
20432,319.0,4,1,23,0
13399,1809.0,7,1,22,0
7278,1086.0,10,1,37,0
7526,2377.0,10,1,29,0
9871,2064.0,9,1,39,0
14919,587.25,1,4,41,1
11303,2048.0,8,1,33,0
15383,1782.0,6,1,37,0
29353,1472.0,1,1,45,1
3523,991.5,12,2,32,0
17969,685.0,5,1,44,0
9485,1616.0,9,1,42,0
10327,652.0,9,1,44,0
3710,1289.0,13,1,47,0
3723,128.0,11,2,21,0
27320,2358.0,2,1,45,0
11224,1939.0,8,1,32,0
12167,2040.5,7,2,24,0
3548,697.0,13,1,64,0
21393,3250.0,4,1,32,0
21217,358.0,4,1,35,0
10756,1637.0,9,1,26,0
3134,112.0,13,1,25,0
20458,2766.0,4,1,24,0
26897,13.0,2,1,29,0
29934,1187.0,1,1,25,1
17787,3414.5,4,2,56,0
22309,1756.0,4,1,44,0
18862,590.0,5,1,29,0
11662,380.0,7,2,36,0
15882,2528.0,4,2,43,0
10958,1783.0,9,1,25,0
4891,524.5,4,4,49,0
30184,564.0,1,1,35,1
27934,3179.0,2,1,24,0
26283,2907.0,2,1,41,0
20029,920.0,4,2,44,0
9468,1997.0,9,1,46,0
27397,951.0,2,1,22,0
17143,1553.0,6,1,39,0
22113,3107.0,4,1,41,0
4892,621.0,12,1,33,0
10602,617.0,8,2,34,0
19528,3057.0,5,1,32,0
8171,728.0,10,1,40,0
21902,2568.0,4,1,39,0
14211,366.0,7,1,47,0
4974,1435.0,12,1,32,0
4965,1434.0,12,1,24,0
5898,1023.0,11,1,42,0
8584,1186.0,10,1,50,0
18114,3257.0,5,1,47,0
21162,786.0,4,1,39,0
19677,2755.0,5,1,30,0
2928,2529.0,2,1,33,0
11236,100.0,8,1,45,0
15507,2163.0,6,1,31,0
3387,840.666666667,7,3,36,0
9947,250.0,9,1,25,0
20902,1172.0,4,1,44,0
20378,3015.0,4,1,55,0
28329,1074.0,2,1,27,0
17936,1708.0,5,1,31,0
13019,2480.0,8,1,45,0
27433,1860.0,2,1,39,0
28045,1455.0,2,1,20,0
3983,633.0,13,1,33,0
22770,3855.0,4,1,27,0
22100,2551.0,4,1,38,0
18461,3005.0,5,1,47,0
10226,2450.0,9,1,37,0
4993,643.0,12,1,42,0
21713,1160.0,4,1,39,0
26370,1315.0,2,1,59,0
13088,557.0,8,1,35,0
11513,2281.0,8,1,39,0
21222,980.0,4,1,24,0
4780,650.333333333,6,6,56,0
22546,749.0,4,1,51,0
12397,2202.0,8,1,29,0
7600,1635.0,10,1,36,0
9291,665.0,9,1,38,0
19313,493.0,5,1,30,0
15860,2.0,6,1,38,0
10236,1771.0,2,5,50,0
9458,1444.0,9,1,47,0
19623,2423.0,5,1,26,0
27014,299.0,2,1,25,0
15427,846.0,6,1,32,0
3046,1584.0,8,2,35,0
9003,1338.0,10,1,47,0
15220,430.0,6,2,51,0
22376,1570.0,4,1,35,0
12706,1003.0,8,1,41,0
15867,2493.0,6,1,31,0
29922,1648.0,1,1,15,1
26593,3467.0,2,1,35,0
8048,313.0,10,1,32,0
18893,264.0,2,2,27,0
3674,6.0,13,1,31,0
2392,668.0,1,2,37,1
18811,2738.0,5,1,26,0
14910,1421.0,7,1,30,0
7996,2064.0,10,1,46,0
8670,1285.0,10,1,31,0
14698,762.0,7,1,45,0
21257,1393.0,4,1,24,0
28823,1228.0,1,1,45,1
8217,1813.0,10,1,40,0
11545,2564.0,8,1,58,0
17121,1539.0,6,1,32,0
4820,787.0,12,1,36,0
3931,689.0,13,1,32,0
4282,1216.0,13,1,29,0
22091,3384.0,4,1,29,0
28119,2624.0,2,1,31,0
5342,1075.0,12,1,56,0
15818,1744.0,6,1,37,0
5329,531.666666667,2,3,43,0
10938,2393.0,9,1,38,0
7177,1734.0,11,1,34,0
3707,55.0,13,1,28,0
28623,2088.0,1,1,30,1
14231,1171.0,7,1,53,0
8108,2448.0,10,1,18,0
9111,1604.0,10,1,24,0
6953,69.0,11,1,32,0
22665,1990.0,4,1,26,0
29755,1115.0,1,1,30,1
17371,1217.5,4,2,47,0
29422,355.0,1,1,35,1
12698,1893.0,8,1,48,0
20018,1418.0,5,1,54,0
9694,909.0,9,1,58,0
18067,1108.0,5,1,33,0
27495,3096.0,2,1,22,0
17919,124.0,5,1,37,0
21244,658.0,4,1,40,0
17551,2469.0,5,1,42,0
1505,913.0,1,1,40,1
4532,1515.0,12,1,35,0
18333,926.0,5,1,48,0
6767,629.0,4,2,38,0
4215,421.75,9,4,42,0
11568,2321.0,8,1,30,0
6567,610.0,9,3,59,0
13403,443.0,7,1,28,0
9879,1458.5,8,2,49,0
28036,739.0,2,1,33,0
10853,594.0,9,1,45,0
4028,993.333333333,10,3,47,0
4995,1121.0,12,1,30,0
12806,933.0,8,1,31,0
8726,543.5,9,2,46,0
10540,226.0,9,1,28,0
16855,184.0,6,1,53,0
29608,120.0,1,1,35,1
13305,489.0,7,1,47,0
22593,544.0,4,1,36,0
9572,2235.0,9,1,54,0
16402,1084.0,6,1,28,0
17708,2565.0,5,1,53,0
30399,1012.0,1,1,35,1
28853,402.0,1,1,35,1
11130,1958.0,9,1,38,0
612,1995.5,4,2,39,0
15908,857.0,6,1,37,0
28458,89.0,2,1,34,0
27670,1662.0,2,1,40,0
22424,2133.0,4,1,32,0
26962,670.0,2,1,28,0
26374,3283.0,2,1,33,0
15608,1309.0,5,2,17,0
12628,2115.66666667,6,3,54,0
27581,3162.0,2,1,39,0
16907,2095.0,6,1,40,0
7904,2173.0,10,1,32,0
16861,1079.0,6,1,42,0
21752,2183.0,4,1,37,0
28759,1039.0,1,1,30,1
20447,1880.0,4,1,50,0
12804,1836.0,8,1,23,0
22531,3694.0,4,1,29,0
10373,755.0,9,1,47,0
10432,1422.0,9,1,33,0
30178,2248.0,1,1,45,1
19510,3338.0,5,1,29,0
9421,445.0,9,2,56,0
18188,2977.0,5,1,27,0
19192,1328.0,5,1,60,0
11956,1727.0,8,1,61,0
9337,1177.5,8,2,38,0
21060,2817.0,4,1,54,0
12289,2233.0,8,1,53,0
26953,2400.0,2,1,54,0
10400,1818.0,9,1,56,0
15642,704.0,6,1,30,0
13456,845.0,7,1,50,0
10395,2454.0,9,1,39,0
18041,873.0,5,1,41,0
8799,1843.5,9,2,47,0
19812,29.5,4,2,37,0
10417,1724.0,9,1,36,0
2632,2491.0,4,2,49,0
1031,89.6666666667,1,3,46,1
17554,1553.0,5,1,59,0
16059,1377.0,4,3,24,0
22060,2255.0,4,1,31,0
17146,1112.0,6,1,26,0
28219,2613.0,2,1,46,0
18989,499.0,5,1,42,0
22239,3013.0,4,1,37,0
19688,442.0,5,1,49,0
21102,2507.0,4,1,50,0
5721,662.0,12,1,35,0
22896,1825.0,4,1,36,0
12233,1425.0,8,1,38,0
10207,13.0,9,1,30,0
20237,3135.0,4,1,23,0
12235,2497.0,8,1,34,0
12716,387.0,8,1,38,0
12336,1522.0,8,1,39,0
16784,2639.0,6,1,44,0
3345,759.0,13,1,39,0
20995,1206.0,4,1,42,0
26189,2282.0,2,1,28,0
13124,1680.0,8,1,39,0
20261,2032.0,4,1,32,0
10866,971.0,9,1,28,0
6743,891.0,11,1,29,0
5737,1222.0,11,2,61,0
10824,2332.0,9,1,26,0
19647,719.0,5,1,36,0
6211,1389.2,6,5,45,0
10279,1266.0,9,1,55,0
13191,2160.0,8,1,38,0
8495,1898.0,10,1,43,0
18074,3188.0,5,1,42,0
29376,768.0,1,1,35,1
26662,3281.0,2,1,44,0
11493,2658.0,4,2,46,0
13722,2260.6,2,5,63,0
7523,698.0,10,1,25,0
9880,913.0,9,1,39,0
19032,1469.0,5,1,25,0
7846,730.0,10,1,34,0
10892,2534.0,9,1,32,0
13409,208.0,7,1,37,0
21912,845.0,4,1,26,0
19116,1027.0,2,2,37,0
30056,2170.0,1,1,40,1
16346,2861.0,6,1,43,0
8898,408.0,10,1,46,0
19127,2343.0,5,1,54,0
19887,2501.0,5,1,51,0
28740,2684.0,1,1,40,1
18384,434.0,5,1,30,0
9239,1618.0,9,1,38,0
6599,1428.0,11,1,30,0
6351,197.5,9,2,28,0
18489,2537.0,4,2,62,0
5073,1022.0,12,1,39,0
16335,2386.0,6,1,37,0
28007,2299.0,2,1,26,0
158,1792.66666667,2,3,45,0
12295,1609.0,8,1,20,0
6578,357.0,11,1,38,0
9353,2505.0,9,1,43,0
16906,1994.0,6,1,23,0
22438,1305.0,4,1,49,0
18038,1380.0,5,1,31,0
10544,1292.0,9,1,27,0
17978,3461.0,5,1,43,0
27502,95.0,2,1,23,0
27671,3388.0,2,1,38,0
4226,707.0,13,1,37,0
16164,698.0,6,1,31,0
22835,2491.0,4,1,39,0
21399,1501.0,4,1,41,0
4356,724.0,13,1,38,0
12006,135.0,8,1,55,0
13764,1119.0,7,1,40,0
15312,2397.0,7,1,28,0
14882,2328.0,7,1,39,0
18883,172.0,5,1,36,0
21220,1514.0,4,1,21,0
19134,1291.5,4,2,30,0
18089,2530.0,5,1,44,0
22269,2869.0,4,1,43,0
30171,994.0,1,1,50,1
16136,802.0,6,1,48,0
20550,65.0,4,1,31,0
5421,875.0,12,1,31,0
29635,1601.0,1,1,45,1
28492,2032.0,2,1,37,0
22823,1026.0,4,1,37,0
8975,404.0,10,1,43,0
17776,2696.0,5,1,42,0
8018,1310.0,10,1,29,0
13106,2313.0,8,1,33,0
28314,1395.0,2,1,43,0
5302,1620.0,12,1,23,0
28590,2610.0,1,1,50,1
3664,839.0,13,1,38,0
10481,1338.0,9,1,37,0
10513,850.0,9,1,34,0
11534,769.0,8,1,25,0
19112,2096.0,5,1,39,0
22159,241.0,4,1,49,0
13603,2262.0,7,1,41,0
13254,1474.0,7,1,27,0
10813,1525.0,9,1,36,0
5706,1450.0,12,1,49,0
26754,1146.0,2,1,22,0
27650,277.0,2,1,33,0
28709,2287.0,1,1,25,1
29880,1677.0,1,1,45,1
20379,3557.0,4,1,35,0
14476,2055.0,7,1,53,0
3253,747.666666667,8,3,33,0
20419,3769.0,4,1,16,0
20380,699.0,4,1,47,0
16000,17.0,6,1,35,0
15408,2534.0,5,2,46,0
12315,907.0,8,1,34,0
17003,2709.0,6,1,42,0
9229,916.0,9,1,42,0
15561,1971.0,6,1,40,0
3671,412.333333333,5,3,46,0
5797,786.0,12,1,32,0
14873,1360.0,7,1,39,0
6836,1757.0,11,1,50,0
6076,858.0,11,1,41,0
26996,2126.0,2,1,45,0
9062,1014.33333333,1,3,45,1
22282,232.0,4,1,35,0
21051,2273.0,4,1,44,0
3888,365.0,13,1,45,0
11301,175.0,8,1,55,0
10430,136.0,9,1,42,0
15764,764.5,5,2,40,0
26648,986.0,2,1,32,0
13229,785.0,7,1,34,0
3694,91.0,13,1,39,0
15232,1982.0,7,1,25,0
5277,758.0,12,1,17,0
22247,1839.0,4,1,37,0
14194,871.0,7,1,34,0
6334,114.0,11,1,43,0
16064,1612.0,6,1,50,0
29333,124.0,1,1,30,1
6727,1178.0,11,1,33,0
19248,806.0,5,1,39,0
28984,1428.0,1,1,40,1
18337,1076.0,5,1,28,0
7876,2168.0,10,1,29,0
27371,1104.0,2,1,42,0
29099,814.0,1,1,30,1
3825,1065.0,13,1,47,0
15102,170.0,7,1,29,0
26371,2157.0,2,1,43,0
6423,1543.0,11,1,23,0
21658,3402.0,4,1,40,0
13170,2333.0,8,1,51,0
9888,2276.0,9,1,24,0
13417,1006.0,7,1,40,0
12216,305.0,8,1,23,0
4077,351.0,13,1,36,0
10766,1823.0,9,1,47,0
12915,1113.0,8,1,34,0
27806,1987.0,2,1,37,0
26244,3383.0,2,1,40,0
6432,1200.0,11,1,42,0
28753,1372.0,1,1,35,1
9183,1794.0,10,1,49,0
26928,306.0,2,1,34,0
15513,119.0,6,1,44,0
18021,3001.0,5,1,39,0
9195,645.5,8,2,33,0
4959,1717.0,12,1,38,0
6789,650.0,11,1,36,0
3585,1472.5,7,4,64,0
20411,1043.0,1,2,45,1
16053,304.0,6,1,23,0
13321,2304.33333333,5,3,16,0
9838,376.0,9,1,44,0
26478,383.0,2,1,50,0
17977,1491.0,5,1,39,0
5417,295.0,12,1,30,0
6562,145.0,11,1,25,0
18918,257.0,5,1,44,0
29587,1813.0,1,1,50,1
8557,439.0,10,1,39,0
12221,1330.0,8,1,32,0
18189,900.0,5,1,42,0
21310,1874.0,4,1,21,0
6676,931.0,11,1,30,0
10652,1256.5,8,2,21,0
20271,2853.0,4,1,30,0
22862,2949.0,4,1,29,0
1862,2602.5,1,2,45,1
28516,2915.0,2,1,45,0
3230,1485.4,1,5,40,1
13777,1619.0,7,1,49,0
13066,2247.0,8,1,29,0
12558,2192.0,8,1,33,0
18060,291.0,5,1,37,0
18775,2448.0,5,1,55,0
6756,1190.0,11,1,27,0
17571,322.0,5,1,43,0
28929,2200.0,1,1,40,1
9992,266.0,9,1,28,0
23403,762.0,2,1,32,0
14512,56.0,7,1,22,0
27907,469.0,2,1,24,0
280,1246.0,1,1,30,1
1772,1984.0,2,1,43,0
20976,3228.0,4,1,48,0
19977,3137.0,5,1,41,0
11244,273.0,8,1,36,0
19816,2209.0,5,1,36,0
30308,1156.0,1,1,40,1
8134,1723.0,10,1,58,0
8666,1152.0,9,2,48,0
17347,1756.0,6,1,64,0
8213,978.0,10,1,27,0
9894,1064.0,9,1,33,0
18702,1968.0,5,1,45,0
11431,1375.0,8,1,27,0
20926,234.0,4,1,42,0
14182,630.0,7,1,40,0
3841,700.5,11,2,36,0
19890,595.0,5,1,39,0
13385,2069.0,7,1,37,0
27906,1275.0,2,1,37,0
9070,1978.0,10,1,25,0
28038,3460.0,2,1,62,0
27438,3481.0,2,1,26,0
7302,2083.0,10,1,19,0
15536,2170.0,6,1,22,0
9696,1585.0,9,1,25,0
18960,2348.0,5,1,41,0
13167,1863.0,8,1,45,0
3638,1292.0,13,1,44,0
6143,1161.0,11,1,39,0
12869,1594.0,8,1,30,0
19761,516.0,5,1,26,0
13507,77.0,7,1,32,0
21531,3784.0,4,1,31,0
10149,2419.5,7,2,48,0
29537,652.0,1,1,40,1
27384,2989.0,2,1,48,0
13402,1940.0,7,1,23,0
26210,3371.0,2,1,40,0
17512,2691.0,5,1,50,0
14242,1333.0,7,1,30,0
635,125.166666667,1,12,55,1
25199,354.0,2,1,33,0
14772,1944.0,7,1,39,0
28461,150.0,2,1,30,0
3617,1433.0,13,1,48,0
12637,2511.0,8,1,33,0
29584,917.0,1,1,45,1
7378,246.0,10,1,45,0
12631,2494.5,2,2,45,0
28600,988.0,1,1,55,1
8011,1767.5,8,2,48,0
28705,156.0,1,1,50,1
10704,864.0,9,1,30,0
13172,2168.0,8,1,39,0
21871,1786.0,4,1,25,0
4881,961.0,12,1,17,0
12509,537.0,8,1,46,0
5500,1098.0,12,1,45,0
1887,935.333333333,1,3,30,1
16314,2584.0,6,1,20,0
21805,3662.0,4,1,25,0
7554,138.0,10,1,26,0
28935,1942.0,1,1,30,1
9199,745.0,9,1,40,0
4957,1486.0,12,1,38,0
27139,2667.0,2,1,33,0
26812,384.0,2,1,38,0
4701,1216.0,12,1,46,0
3951,757.25,10,4,40,0
28209,2994.0,2,1,26,0
6119,1802.66666667,7,3,62,0
15342,1376.0,7,1,29,0
8110,1219.0,10,1,52,0
20011,1837.0,5,1,33,0
11898,495.0,8,1,46,0
16311,701.0,1,2,35,1
14691,470.0,7,1,20,0
18166,3324.0,5,1,30,0
12281,2584.0,8,1,21,0
14113,2352.0,7,1,28,0
9556,1169.0,9,1,34,0
17750,2594.0,5,1,34,0
17694,3169.0,5,1,44,0
13122,486.0,8,1,29,0
20025,400.0,5,1,28,0
21867,642.0,4,1,44,0
10039,1495.5,6,2,43,0
22560,1212.0,4,1,38,0
15155,3018.0,5,2,51,0
26965,848.0,2,1,29,0
7103,1427.0,7,5,28,0
30055,852.0,1,1,25,1
13605,2881.5,4,2,45,0
19408,1878.0,5,1,26,0
53,3474.0,2,1,48,0
22739,3599.0,4,1,29,0
7939,975.0,10,1,51,0
12836,283.0,8,1,47,0
11761,2515.0,8,1,35,0
2516,2220.0,4,1,29,0
8978,1772.0,10,1,57,0
22748,2400.0,4,1,28,0
804,102.5,1,2,23,1
11336,2576.5,4,2,50,0
5700,1588.0,12,1,50,0
13626,2747.5,6,2,25,0
12474,1940.0,8,1,36,0
17747,3241.0,5,1,72,0
26424,1673.5,1,2,31,1
29443,2393.0,1,1,30,1
21937,1655.0,4,1,39,0
1895,419.0,1,1,35,1
11780,2631.0,8,1,50,0
11612,1397.0,8,1,32,0
4350,371.0,13,1,30,0
5804,1773.0,12,1,41,0
5583,1890.33333333,10,3,53,0
9960,2366.0,9,1,23,0
15591,749.0,6,1,35,0
14672,1048.0,4,2,49,0
6812,1347.0,11,1,23,0
12572,1023.0,8,1,33,0
28068,3031.0,2,1,32,0
26833,433.0,2,1,20,0
8997,2106.0,10,1,36,0
26936,2372.0,2,1,40,0
11833,1319.0,8,1,44,0
7034,330.0,11,1,36,0
19754,1262.0,5,1,61,0
7842,146.0,10,1,39,0
22917,2414.0,4,1,32,0
18762,953.0,4,2,18,0
28335,2756.0,2,1,34,0
22008,2248.0,4,1,32,0
21073,1740.0,1,2,45,1
17034,848.0,6,1,52,0
16697,1469.0,6,1,43,0
20911,535.0,2,2,30,0
16139,1779.0,6,1,36,0
8066,510.0,10,1,38,0
20799,2070.33333333,1,3,46,1
18636,836.0,5,1,43,0
20864,3144.0,4,1,49,0
7293,2056.0,10,1,27,0
10869,1729.0,9,1,44,0
30354,973.0,1,1,30,1
17245,164.0,6,1,46,0
10120,663.0,9,1,32,0
10928,2533.0,9,1,37,0
11923,379.0,8,1,38,0
28769,1837.0,1,1,40,1
6503,1673.0,11,1,53,0
4422,1430.0,13,1,62,0
21533,128.0,4,1,46,0
13000,281.0,8,1,50,0
21657,3539.0,4,1,43,0
26919,1833.0,2,1,33,0
15136,1812.0,7,1,35,0
7469,165.6,6,5,40,0
20298,1991.0,4,1,31,0
14759,463.0,7,1,36,0
29578,2261.0,1,1,30,1
21340,2548.0,4,1,50,0
4722,1509.0,12,1,51,0
22099,2770.0,4,1,42,0
12466,2007.0,8,1,41,0
14136,1259.0,5,2,31,0
30245,1921.0,1,1,35,1
3410,441.5,12,2,36,0
29389,2492.0,1,1,25,1
22051,670.0,4,1,55,0
7551,1181.0,10,1,42,0
9297,302.0,9,1,29,0
13294,2514.0,7,1,49,0
15006,252.0,7,1,30,0
26571,2524.0,2,1,49,0
14721,1345.0,7,1,40,0
8923,619.0,10,1,23,0
29830,1419.0,1,1,40,1
10256,1589.0,9,1,55,0
8819,790.0,10,1,43,0
19429,2713.0,5,1,56,0
12753,2470.0,6,3,57,0
21759,3737.0,4,1,47,0
29724,2316.0,1,1,45,1
20166,1361.0,4,1,59,0
315,241.0,1,1,50,1
27107,2527.0,2,1,48,0
6817,599.0,10,2,42,0
3730,1780.2,2,5,54,0
27853,1781.0,2,1,39,0
27164,1963.0,2,1,34,0
22732,3594.0,4,1,42,0
17386,2387.0,6,1,32,0
24953,357.0,2,1,43,0
20480,1868.0,4,1,41,0
12734,493.0,4,2,39,0
6622,2657.0,5,3,48,0
10082,1150.0,9,1,32,0
5197,1448.2,4,5,46,0
30291,2507.0,1,1,40,1
12376,1112.0,8,1,29,0
9896,1772.0,9,1,43,0
30082,1941.0,1,1,35,1
10465,1777.0,9,1,38,0
6447,1394.0,11,1,31,0
14260,2467.0,7,1,62,0
28643,2392.0,1,1,45,1
13539,877.0,7,1,38,0
7776,1370.0,10,1,41,0
7138,1275.0,11,1,44,0
2182,1910.0,2,1,27,0
15862,1648.0,6,1,25,0
3608,238.0,13,1,48,0
15509,2572.0,6,1,59,0
16627,1656.0,6,1,47,0
15245,1777.0,7,1,39,0
14556,1435.0,7,1,29,0
16263,907.0,6,1,27,0
12542,1401.0,8,1,41,0
30129,1038.0,1,1,35,1
4683,608.0,12,1,29,0
21132,1528.0,4,1,39,0
12866,2538.0,8,1,51,0
5512,414.5,11,2,47,0
7839,2080.0,10,1,24,0
15075,1015.0,7,1,37,0
11693,2324.0,8,1,37,0
12368,2311.0,8,1,35,0
18025,2795.0,5,1,36,0
8091,1684.0,10,1,38,0
17924,943.0,5,1,38,0
20066,1240.66666667,2,3,31,0
10101,1004.0,9,1,38,0
3026,158.0,13,1,38,0
12392,1778.0,8,1,35,0
27541,1735.0,2,1,37,0
7995,176.0,10,1,45,0
28525,1234.0,2,1,40,0
1548,1293.0,2,1,38,0
10438,520.0,9,1,48,0
21842,141.0,4,1,26,0
30267,305.0,1,1,35,1
18758,2580.0,5,1,49,0
8651,533.0,10,1,34,0
17268,130.0,6,1,35,0
9987,1179.0,9,1,32,0
8455,2437.0,10,1,26,0
10888,1790.5,4,2,37,0
28170,2223.0,2,1,44,0
15063,640.0,7,1,23,0
28829,1442.0,1,1,45,1
29868,2220.0,1,1,40,1
15058,1173.0,7,1,32,0
28766,2116.0,1,1,30,1
21173,639.0,4,1,33,0
20570,3803.0,4,1,20,0
6445,1640.0,8,3,58,0
16755,1753.0,6,1,28,0
17942,353.0,5,1,43,0
26604,54.0,2,1,29,0
17052,2346.0,6,1,53,0
4444,251.0,12,1,33,0
6942,1481.0,7,2,36,0
18611,3197.0,5,1,26,0
16092,2008.0,4,3,31,0
15897,423.0,6,1,42,0
7438,2008.0,10,1,23,0
15340,228.0,7,1,32,0
18439,3349.0,5,1,38,0
8551,642.0,10,1,46,0
21958,2191.0,4,1,31,0
15785,1926.0,6,1,46,0
10654,1331.0,9,1,35,0
8433,2190.0,10,1,46,0
13661,637.0,7,1,54,0
14241,2101.0,7,1,46,0
3014,125.0,13,1,33,0
15752,1057.0,6,1,43,0
10574,1258.0,9,1,45,0
14951,1207.0,7,1,38,0
346,2106.0,1,2,23,1
1125,771.0,1,2,50,1
7696,1860.0,10,1,37,0
5264,1266.0,12,1,38,0
3879,538.666666667,10,3,40,0
18529,999.0,5,1,44,0
28966,631.0,1,1,55,1
15433,192.0,6,1,39,0
12896,2188.0,8,1,43,0
13299,1761.0,7,1,30,0
20729,1930.0,4,1,30,0
